benchmark,fault_model,fault_id,criterion,iteration,selected_test_count,target_score,achieved_score,triggered,detected,seed,faulty_timed_out,reference_timed_out,timeout_seconds,batch
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,42,1,0.5,0.5,False,False,5042,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,43,1,0.5,0.5,False,False,5043,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,44,1,0.5,0.5,False,False,5044,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,45,1,0.5,0.5,False,False,5045,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,46,1,0.5,0.5,False,False,5046,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,47,1,0.5,0.5,False,False,5047,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,48,1,0.5,0.5,False,False,5048,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,49,1,0.5,0.5,False,False,5049,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,50,1,0.5,0.5,True,True,5050,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,51,1,0.5,0.5,True,True,5051,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,52,1,0.5,0.5,True,True,5052,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,53,1,0.5,0.5,False,False,5053,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,54,1,0.5,0.5,False,False,5054,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,55,1,0.5,0.5,False,False,5055,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,56,1,0.5,0.5,True,True,5056,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,57,1,0.5,0.5,True,True,5057,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,58,1,0.5,0.5,True,True,5058,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,59,1,0.5,0.5,False,False,5059,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,60,1,0.5,0.5,False,False,5060,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,61,1,0.5,0.5,True,True,5061,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,62,1,0.5,0.5,False,False,5062,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,63,1,0.5,0.5,False,False,5063,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,64,1,0.5,0.5,True,True,5064,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,65,1,0.5,0.5,False,False,5065,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,66,1,0.5,0.5,False,False,5066,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,67,1,0.5,0.5,True,True,5067,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,68,1,0.5,0.5,True,True,5068,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,69,1,0.5,0.5,False,False,5069,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,70,1,0.5,0.5,False,False,5070,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,71,1,0.5,0.5,False,False,5071,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,72,1,0.5,0.5,True,True,5072,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,73,1,0.5,0.5,False,False,5073,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,74,1,0.5,0.5,False,False,5074,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,75,1,0.5,0.5,True,True,5075,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,76,1,0.5,0.5,False,False,5076,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,77,1,0.5,0.5,False,False,5077,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,78,1,0.5,0.5,True,True,5078,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,79,1,0.5,0.5,False,False,5079,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,80,1,0.5,0.5,False,False,5080,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,81,1,0.5,0.5,True,True,5081,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,82,1,0.5,0.5,True,True,5082,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,83,1,0.5,0.5,True,True,5083,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,84,1,0.5,0.5,False,False,5084,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,85,1,0.5,0.5,True,True,5085,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,86,1,0.5,0.5,False,False,5086,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,87,1,0.5,0.5,True,True,5087,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,88,1,0.5,0.5,True,True,5088,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,89,1,0.5,0.5,True,True,5089,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,90,1,0.5,0.5,False,False,5090,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,91,1,0.5,0.5,False,False,5091,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,92,1,0.5,0.5,False,False,5092,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,93,1,0.5,0.5,False,False,5093,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,94,1,0.5,0.5,False,False,5094,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,95,1,0.5,0.5,False,False,5095,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,96,1,0.5,0.5,True,True,5096,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,97,1,0.5,0.5,True,True,5097,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,98,1,0.5,0.5,True,True,5098,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,statement,99,1,0.5,0.5,True,True,5099,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,0,1,1.0,1.0,False,False,5000,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,1,1,1.0,1.0,False,False,5001,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,2,1,1.0,1.0,False,False,5002,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,3,1,1.0,1.0,True,True,5003,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,4,1,1.0,1.0,False,False,5004,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,5,1,1.0,1.0,False,False,5005,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,6,1,1.0,1.0,True,True,5006,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,7,1,1.0,1.0,True,True,5007,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,8,1,1.0,1.0,False,False,5008,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,9,1,1.0,1.0,True,True,5009,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,10,1,1.0,1.0,False,False,5010,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,11,1,1.0,1.0,False,False,5011,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,12,1,1.0,1.0,False,False,5012,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,13,1,1.0,1.0,False,False,5013,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,14,1,1.0,1.0,True,True,5014,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,15,1,1.0,1.0,False,False,5015,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,16,1,1.0,1.0,True,True,5016,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,17,1,1.0,1.0,False,False,5017,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,18,1,1.0,1.0,False,False,5018,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,19,1,1.0,1.0,False,False,5019,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,20,1,1.0,1.0,True,True,5020,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,21,1,1.0,1.0,False,False,5021,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,22,1,1.0,1.0,True,True,5022,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,23,1,1.0,1.0,True,True,5023,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,24,1,1.0,1.0,True,True,5024,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,25,1,1.0,1.0,False,False,5025,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,26,1,1.0,1.0,True,True,5026,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,27,1,1.0,1.0,True,True,5027,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,28,1,1.0,1.0,False,False,5028,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,29,1,1.0,1.0,True,True,5029,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,30,1,1.0,1.0,False,False,5030,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,31,1,1.0,1.0,True,True,5031,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,32,1,1.0,1.0,False,False,5032,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,33,1,1.0,1.0,True,True,5033,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,34,1,1.0,1.0,True,True,5034,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,35,1,1.0,1.0,False,False,5035,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,36,1,1.0,1.0,False,False,5036,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,37,1,1.0,1.0,True,True,5037,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,38,1,1.0,1.0,False,False,5038,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,39,1,1.0,1.0,False,False,5039,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,40,1,1.0,1.0,False,False,5040,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,41,1,1.0,1.0,True,True,5041,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,42,1,1.0,1.0,False,False,5042,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,43,1,1.0,1.0,False,False,5043,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,44,1,1.0,1.0,False,False,5044,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,45,1,1.0,1.0,False,False,5045,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,46,1,1.0,1.0,False,False,5046,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,47,1,1.0,1.0,False,False,5047,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,48,1,1.0,1.0,False,False,5048,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,49,1,1.0,1.0,False,False,5049,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,50,1,1.0,1.0,True,True,5050,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,51,1,1.0,1.0,True,True,5051,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,52,1,1.0,1.0,True,True,5052,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,53,1,1.0,1.0,False,False,5053,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,54,1,1.0,1.0,False,False,5054,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,55,1,1.0,1.0,False,False,5055,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,56,1,1.0,1.0,True,True,5056,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,57,1,1.0,1.0,True,True,5057,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,58,1,1.0,1.0,True,True,5058,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,59,1,1.0,1.0,False,False,5059,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,60,1,1.0,1.0,False,False,5060,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,61,1,1.0,1.0,True,True,5061,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,62,1,1.0,1.0,False,False,5062,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,63,1,1.0,1.0,False,False,5063,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,64,1,1.0,1.0,True,True,5064,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,65,1,1.0,1.0,False,False,5065,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,66,1,1.0,1.0,False,False,5066,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,67,1,1.0,1.0,True,True,5067,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,68,1,1.0,1.0,True,True,5068,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,69,1,1.0,1.0,False,False,5069,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,70,1,1.0,1.0,False,False,5070,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,71,1,1.0,1.0,False,False,5071,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,72,1,1.0,1.0,True,True,5072,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,73,1,1.0,1.0,False,False,5073,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,74,1,1.0,1.0,False,False,5074,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,75,1,1.0,1.0,True,True,5075,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,76,1,1.0,1.0,False,False,5076,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,77,1,1.0,1.0,False,False,5077,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,78,1,1.0,1.0,True,True,5078,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,79,1,1.0,1.0,False,False,5079,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,80,1,1.0,1.0,False,False,5080,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,81,1,1.0,1.0,True,True,5081,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,82,1,1.0,1.0,True,True,5082,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,83,1,1.0,1.0,True,True,5083,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,84,1,1.0,1.0,False,False,5084,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,85,1,1.0,1.0,True,True,5085,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,86,1,1.0,1.0,False,False,5086,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,87,1,1.0,1.0,True,True,5087,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,88,1,1.0,1.0,True,True,5088,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,89,1,1.0,1.0,True,True,5089,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,90,1,1.0,1.0,False,False,5090,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,91,1,1.0,1.0,False,False,5091,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,92,1,1.0,1.0,False,False,5092,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,93,1,1.0,1.0,False,False,5093,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,94,1,1.0,1.0,False,False,5094,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,95,1,1.0,1.0,False,False,5095,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,96,1,1.0,1.0,True,True,5096,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,97,1,1.0,1.0,True,True,5097,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,98,1,1.0,1.0,True,True,5098,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,branch,99,1,1.0,1.0,True,True,5099,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,0,2,1.0,1.0,False,False,5000,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,1,2,1.0,1.0,False,False,5001,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,2,2,1.0,1.0,False,False,5002,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,3,1,1.0,1.0,True,True,5003,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,4,2,1.0,1.0,False,False,5004,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,5,2,1.0,1.0,False,False,5005,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,6,1,1.0,1.0,True,True,5006,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,7,1,1.0,1.0,True,True,5007,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,8,2,1.0,1.0,True,True,5008,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,9,2,1.0,1.0,True,True,5009,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,10,1,1.0,1.0,False,False,5010,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,11,2,1.0,1.0,False,False,5011,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,12,1,1.0,1.0,False,False,5012,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,13,1,1.0,1.0,False,False,5013,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,14,1,1.0,1.0,True,True,5014,False,False,5.0,1
HumanEval+,claude-haiku-4-5,HumanEval_18_candidate_0,mutation,15,2,1.0,1.0,True,True,5015,False,False,5.0,1
